,Ridge,Lasso,ElasticNet,KNeighborsRegressor,RandomForestRegressor,GradientBoostingRegressor,SVR,value
2012-02-01,1362.921338596987,1343.370320982979,1329.0425712340302,1122.8912277350637,1080.8023627478156,1076.5842734842686,1184.92960977454,1142.0
2012-02-02,1329.5211354866838,1298.0139089868462,1293.2858972915628,1165.1717205481998,1187.6672689228628,1189.171298092246,1288.523715685933,1185.0
2012-02-03,938.5236557055858,920.3101534334586,931.8155922292908,1273.3311207678632,1195.745217781234,1167.1336087899044,1097.3577177550412,1295.0
2012-02-04,502.5656125974542,493.0684548106065,522.0611234513749,338.2439425051304,355.66143968542843,350.10520470905965,420.36207829333324,344.0
2012-02-05,330.3793592293067,337.2057118756422,364.17178346150604,1.1555877388392216e-14,77.41096077928802,6.514245154054632,146.68326954370966,0.0
2012-02-06,562.8999265680251,574.2275339464238,583.3753320399712,838.7269853397597,871.3716710242205,813.1129650890324,632.2998076645619,853.0
2012-02-07,1034.402459841412,1020.205003304504,1014.7396786795604,1150.4227114273328,976.7682807653578,958.9611021231763,1089.1062073931346,1170.0
2012-02-08,1366.292853437717,1352.6878209868769,1333.8557144891024,1157.305582350408,1087.5525851217126,1112.7909363357373,1186.4084526709862,1177.0
2012-02-09,1334.066069997262,1299.830441067281,1295.0192833972455,1162.221918724033,1189.751030211926,1189.7735059910426,1286.7486860328715,1182.0
2012-02-10,943.975807559576,919.2021064335227,932.5897841254312,1171.071324196551,1202.2027994094806,1214.8067495899743,1092.0287874775477,1191.0
2012-02-11,491.0834917072695,505.9353031708401,523.3892847896262,404.1228499116509,344.14476520543553,336.3991412345225,432.0029993532685,411.0
2012-02-12,324.2954794580055,350.9310337694054,367.8687810139789,0.9832672747241863,77.4924464220494,11.93458100263483,136.10316813798687,1.0
2012-02-13,577.3532568641967,560.9460179401857,577.7573744053833,866.258469032035,869.8402049977398,802.507606787919,646.4376230708457,881.0
2012-02-14,1023.9683246543,1018.8655895897631,1011.6963513284624,1101.259347691126,969.7147245897913,951.0567584551543,1085.005593487614,1120.0
2012-02-15,1366.1916496810863,1339.2592045058673,1326.172752996185,1107.158951339476,1082.1775069504763,1083.159899883203,1188.2776097325439,1126.0
2012-02-16,1309.6152146129075,1307.3683704099642,1292.1622244075754,1079.6274676471996,1185.7093597949372,1194.0446252925237,1301.4996705162055,1098.0
2012-02-17,923.268838800272,936.481252757952,937.5580168227993,1222.2012224822067,1200.9790309576697,1217.7194802884837,1123.6860043016777,1243.0
